SeqNo,Date,UTC Time,Nr,ProbeNr,m_SL120,m_Wasser,m_IPA,m_PG,m_MG,m_vorher,m_nachher,Pumpe_pct,Rho_M,Rho_S,Rho_Sp,C_M,C_S,C_Sp,T_M,T_S,Per_M,Per_S,RunT_M,RunT_S,N,Stabil,SensOK,Gueltig
         65,2026-08-20,14:29:26.409,         59,          1,   1.340700E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.003185E+3,   3.087524E-3,   1.269531E-2,   1.580549E+3,   2.080478E-2,   8.886719E-2,   2.345317E+1,   4.714188E-3,   1.497443E+3,   1.513805E-3,   6.793056E+0,   5.350704E-5,   100,0,1,0
         66,2026-08-21,07:04:25.639,          1,          1,   1.340700E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.960532E+2,   1.570009E-3,   5.676270E-3,   1.579625E+3,   6.155363E-3,   2.172852E-2,   2.072178E+1,   4.237600E-3,   1.495168E+3,   1.827105E-4,   6.794672E+0,   1.452587E-5,   100,1,1,1
         67,2026-08-21,07:06:25.641,          2,          1,   1.340700E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.960465E+2,   2.027042E-3,   7.202148E-3,   1.579646E+3,   6.021937E-3,   2.038574E-2,   2.073975E+1,   5.192646E-3,   1.495169E+3,   1.922522E-4,   6.794621E+0,   1.398780E-5,   100,1,1,1
         68,2026-08-21,07:08:25.643,          3,          1,   1.340700E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.002349E+3,   4.570183E+0,   1.356830E+1,   1.573985E+3,   3.914250E+0,   8.701416E+0,   2.070242E+1,   7.599917E-2,   1.496655E+3,   1.082121E+0,   6.809115E+0,   1.001916E-2,   100,0,1,0
         69,2026-08-21,07:10:25.645,          4,          1,   1.340700E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.005329E+3,   5.801655E-3,   2.600098E-2,   1.571326E+3,   2.506505E-2,   1.026611E-1,   2.056777E+1,   4.932864E-3,   1.497355E+3,   4.389394E-3,   6.815890E+0,   6.467258E-5,   100,0,1,0
         70,2026-08-21,07:12:25.647,          5,          1,   1.340700E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.005328E+3,   3.803277E-3,   1.898193E-2,   1.571367E+3,   1.706049E-2,   7.775879E-2,   2.061626E+1,   1.685215E-2,   1.497371E+3,   4.498641E-3,   6.815798E+0,   4.045376E-5,   100,0,1,0
         71,2026-08-21,07:14:25.649,          6,          1,   1.340700E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.005336E+3,   4.211869E-3,   1.715088E-2,   1.571401E+3,   1.297659E-2,   7.397461E-2,   2.067670E+1,   1.287225E-2,   1.497387E+3,   3.176378E-3,   6.815725E+0,   3.297093E-5,   100,0,1,0
         72,2026-08-21,07:16:25.651,          7,          1,   1.340700E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.005339E+3,   4.605417E-3,   2.069092E-2,   1.571397E+3,   1.073068E-2,   4.956055E-2,   2.071848E+1,   8.802224E-3,   1.497396E+3,   1.710243E-3,   6.815747E+0,   2.769700E-5,   100,0,1,0
         73,2026-08-21,07:18:25.653,          8,          1,   1.340700E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.005341E+3,   4.554870E-3,   1.934814E-2,   1.571431E+3,   1.094804E-2,   5.517578E-2,   2.075923E+1,   9.762357E-3,   1.497405E+3,   2.548103E-3,   6.815672E+0,   2.647053E-5,   100,0,1,0
         74,2026-08-21,07:20:25.655,          9,          1,   1.340700E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.005335E+3,   5.223549E-3,   2.081299E-2,   1.571463E+3,   1.393531E-2,   6.640625E-2,   2.080225E+1,   1.129299E-2,   1.497413E+3,   1.907393E-3,   6.815600E+0,   3.371491E-5,   100,0,1,0
         75,2026-08-21,07:22:25.657,         10,          1,   1.340700E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.005325E+3,   4.761823E-3,   2.056885E-2,   1.571510E+3,   1.333539E-2,   7.006836E-2,   2.085095E+1,   1.169223E-2,   1.497421E+3,   2.058693E-3,   6.815491E+0,   3.242695E-5,   100,0,1,0
         76,2026-08-21,07:24:25.659,         11,          1,   1.340700E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.005318E+3,   3.547982E-3,   1.538086E-2,   1.571555E+3,   1.646668E-2,   8.508301E-2,   2.090071E+1,   1.306932E-2,   1.497431E+3,   2.590809E-3,   6.815391E+0,   3.954066E-5,   100,0,1,0
         77,2026-08-21,07:26:25.661,         12,          1,   1.340700E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.005310E+3,   3.297484E-3,   1.367188E-2,   1.571592E+3,   8.390346E-3,   4.187012E-2,   2.094906E+1,   9.311819E-3,   1.497438E+3,   1.606756E-3,   6.815308E+0,   2.145144E-5,   100,0,1,0
         78,2026-08-21,07:28:25.663,         13,          1,   1.340700E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.005308E+3,   3.771991E-3,   1.605225E-2,   1.571597E+3,   9.779059E-3,   4.882812E-2,   2.097953E+1,   6.199677E-3,   1.497443E+3,   1.285034E-3,   6.815304E+0,   2.489039E-5,   100,0,1,0
         79,2026-08-21,07:30:25.665,         14,          1,   1.340700E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.005306E+3,   2.721258E-3,   1.196289E-2,   1.571601E+3,   9.854506E-3,   5.236816E-2,   2.100363E+1,   6.242067E-3,   1.497448E+3,   1.536525E-3,   6.815300E+0,   2.499852E-5,   100,0,1,0
         80,2026-08-21,07:32:25.667,         15,          1,   1.340700E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.005306E+3,   4.171513E-3,   1.690674E-2,   1.571621E+3,   1.166919E-2,   4.968262E-2,   2.103298E+1,   8.053857E-3,   1.497454E+3,   1.481018E-3,   6.815257E+0,   2.848077E-5,   100,0,1,0
         81,2026-08-21,08:20:29.998,         16,          1,   1.340700E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.941438E+2,   4.268811E-3,   1.623535E-2,   1.507288E+3,   2.264616E-2,   7.214355E-2,   2.296141E+1,   1.446248E-2,   1.495166E+3,   1.629905E-3,   6.988472E+0,   6.003990E-5,   100,0,1,0
         82,2026-08-21,08:22:30.001,         17,          1,   1.340700E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.941528E+2,   3.559676E-3,   1.367188E-2,   1.507244E+3,   1.321132E-2,   4.553223E-2,   2.293973E+1,   6.049731E-3,   1.495163E+3,   7.948795E-4,   6.988588E+0,   3.629760E-5,   100,0,0,0
         83,2026-08-21,08:24:30.003,         18,          1,   1.340700E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.941528E+2,   3.559676E-3,   1.367188E-2,   1.507244E+3,   1.321132E-2,   4.553223E-2,   2.293973E+1,   6.049731E-3,   1.495163E+3,   7.948795E-4,   6.988588E+0,   3.629760E-5,   100,0,0,0
         84,2026-08-21,08:26:30.004,         19,          1,   1.340700E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.967097E+2,   1.371500E+0,   3.366943E+0,   1.493799E+3,   7.171165E+0,   1.769653E+1,   2.257611E+1,   2.017008E-1,   1.495703E+3,   2.908141E-1,   7.026560E+0,   2.025296E-2,   100,0,1,0
         85,2026-08-21,08:28:30.007,         20,          1,   1.340700E+2,   1.006870E+3,   4.015000E+1,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.974651E+2,   2.148630E-3,   9.643555E-3,   1.490022E+3,   4.026449E-3,   2.148438E-2,   2.239554E+1,   3.674890E-3,   1.495854E+3,   3.835088E-4,   7.037204E+0,   1.094184E-5,   100,1,1,1
         86,2026-08-21,08:31:16.201,         21,          2,   0.000000E+0,   1.000000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   9.974703E+2,   7.653681E-4,   3.540039E-3,   1.490002E+3,   4.800868E-3,   2.294922E-2,   2.238017E+1,   3.119917E-3,   1.495851E+3,   4.256596E-4,   7.037256E+0,   1.327452E-5,   100,1,1,1
         87,2026-08-21,09:35:18.227,         22,          3,   9.050000E+1,   9.093000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004825E+3,   9.654460E-3,   3.692627E-2,   1.542249E+3,   4.472328E-2,   1.865234E-1,   2.303746E+1,   5.983352E-3,   1.497754E+3,   9.524195E-4,   6.892856E+0,   1.180896E-4,   100,0,1,0
         88,2026-08-21,09:37:18.230,         23,          3,   9.050000E+1,   9.093000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004849E+3,   5.016189E-3,   1.696777E-2,   1.542107E+3,   3.962072E-2,   1.787109E-1,   2.301571E+1,   5.516862E-3,   1.497755E+3,   4.018463E-4,   6.893231E+0,   1.046074E-4,   100,0,1,0
         89,2026-08-21,09:39:18.232,         24,          3,   9.050000E+1,   9.093000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004877E+3,   1.009229E-2,   3.454590E-2,   1.541944E+3,   5.414213E-2,   2.143555E-1,   2.298473E+1,   1.242856E-2,   1.497754E+3,   9.254171E-4,   6.893659E+0,   1.416167E-4,   100,0,1,0
         90,2026-08-21,09:41:18.234,         25,          3,   9.050000E+1,   9.093000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004915E+3,   9.593928E-3,   3.015137E-2,   1.541721E+3,   5.724676E-2,   2.277832E-1,   2.292246E+1,   1.789627E-2,   1.497749E+3,   1.646254E-3,   6.894238E+0,   1.485698E-4,   100,0,1,0
         91,2026-08-21,09:43:18.236,         26,          3,   9.050000E+1,   9.093000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004942E+3,   5.729487E-3,   2.191162E-2,   1.541556E+3,   3.550616E-2,   1.622314E-1,   2.287024E+1,   1.052880E-2,   1.497745E+3,   8.337185E-4,   6.894664E+0,   9.243513E-5,   100,0,1,0
         92,2026-08-21,09:45:18.238,         27,          3,   9.050000E+1,   9.093000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004962E+3,   4.276433E-3,   1.800537E-2,   1.541441E+3,   2.920001E-2,   1.343994E-1,   2.283823E+1,   5.514212E-3,   1.497744E+3,   2.025274E-4,   6.894963E+0,   7.681270E-5,   100,0,1,0
         93,2026-08-21,09:47:18.240,         28,          3,   9.050000E+1,   9.093000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004976E+3,   3.633458E-3,   1.135254E-2,   1.541354E+3,   2.373830E-2,   1.071777E-1,   2.282100E+1,   3.436239E-3,   1.497744E+3,   3.818233E-4,   6.895192E+0,   6.276666E-5,   100,0,1,0
         94,2026-08-21,09:49:18.242,         29,          3,   9.050000E+1,   9.093000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.004994E+3,   5.740904E-3,   1.892090E-2,   1.541248E+3,   3.594041E-2,   1.450195E-1,   2.280038E+1,   8.786435E-3,   1.497743E+3,   7.952013E-4,   6.895471E+0,   9.401724E-5,   100,0,1,0
         95,2026-08-21,09:51:18.244,         30,          3,   9.050000E+1,   9.093000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.005018E+3,   5.696333E-3,   1.910400E-2,   1.541097E+3,   3.832928E-2,   1.510010E-1,   2.275437E+1,   1.299034E-2,   1.497739E+3,   1.383548E-3,   6.895862E+0,   9.936278E-5,   100,0,1,0
         96,2026-08-21,09:53:18.246,         31,          3,   9.050000E+1,   9.093000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.005036E+3,   3.411736E-3,   1.354980E-2,   1.540989E+3,   2.571304E-2,   1.124268E-1,   2.271111E+1,   7.560941E-3,   1.497734E+3,   5.963009E-4,   6.896141E+0,   6.698331E-5,   100,0,1,0
         97,2026-08-21,09:55:18.248,         32,          3,   9.050000E+1,   9.093000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.005051E+3,   3.407008E-3,   1.330566E-2,   1.540904E+3,   2.060314E-2,   9.277344E-2,   2.268682E+1,   4.492071E-3,   1.497734E+3,   2.519652E-4,   6.896361E+0,   5.423128E-5,   100,0,1,0
         98,2026-08-21,09:57:18.250,         33,          3,   9.050000E+1,   9.093000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.005063E+3,   3.733715E-3,   1.361084E-2,   1.540843E+3,   1.837182E-2,   7.446289E-2,   2.267401E+1,   2.298339E-3,   1.497734E+3,   4.445391E-4,   6.896521E+0,   4.874100E-5,   100,0,1,0
         99,2026-08-21,09:59:18.252,         34,          3,   9.050000E+1,   9.093000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.005076E+3,   4.120194E-3,   1.605225E-2,   1.540762E+3,   2.954434E-2,   1.239014E-1,   2.265845E+1,   7.101177E-3,   1.497734E+3,   9.604080E-4,   6.896732E+0,   7.738303E-5,   100,0,1,0
        100,2026-08-21,10:01:18.254,         35,          3,   9.050000E+1,   9.093000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.005097E+3,   4.823477E-3,   1.922607E-2,   1.540618E+3,   3.375350E-2,   1.373291E-1,   2.261537E+1,   1.114249E-2,   1.497729E+3,   1.201802E-3,   6.897107E+0,   8.754000E-5,   100,0,1,0
        101,2026-08-21,10:03:18.256,         36,          3,   9.050000E+1,   9.093000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.005115E+3,   3.793034E-3,   1.257324E-2,   1.540515E+3,   1.966823E-2,   8.801270E-2,   2.257710E+1,   6.018104E-3,   1.497726E+3,   2.847885E-4,   6.897374E+0,   5.134834E-5,   100,0,1,0
        102,2026-08-21,10:05:18.258,         37,          3,   9.050000E+1,   9.093000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.005127E+3,   2.738100E-3,   1.013184E-2,   1.540454E+3,   1.861523E-2,   8.459473E-2,   2.255964E+1,   2.751890E-3,   1.497726E+3,   3.335122E-4,   6.897532E+0,   4.935675E-5,   100,0,1,0
        103,2026-08-21,10:07:18.260,         38,          3,   9.050000E+1,   9.093000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.005135E+3,   2.350864E-3,   1.153564E-2,   1.540412E+3,   1.347193E-2,   6.665039E-2,   2.255394E+1,   6.820905E-4,   1.497727E+3,   5.001754E-4,   6.897643E+0,   3.606391E-5,   100,0,1,0
        104,2026-08-21,11:05:46.001,         39,          3,   1.118200E+2,   9.093000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.007201E+3,   8.499688E-3,   2.874756E-2,   1.550118E+3,   2.684178E-2,   1.251221E-1,   2.215142E+1,   6.562210E-3,   1.498140E+3,   3.745078E-3,   6.871685E+0,   7.241630E-5,   100,0,1,0
        105,2026-08-21,11:07:46.004,         40,          3,   1.118200E+2,   9.093000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.007226E+3,   4.667997E-3,   1.776123E-2,   1.550054E+3,   2.099051E-2,   9.545898E-2,   2.216984E+1,   2.204482E-3,   1.498150E+3,   1.482584E-3,   6.871858E+0,   5.594664E-5,   100,0,1,0
        106,2026-08-21,11:09:46.005,         41,          3,   1.118200E+2,   9.093000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.007244E+3,   5.011912E-3,   1.617432E-2,   1.549979E+3,   2.686486E-2,   1.311035E-1,   2.217432E+1,   1.154546E-3,   1.498155E+3,   9.107009E-4,   6.872058E+0,   7.105092E-5,   100,0,1,0
        107,2026-08-21,11:11:46.007,         42,          3,   1.118200E+2,   9.093000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.007258E+3,   1.945759E-3,   7.202148E-3,   1.549919E+3,   1.705465E-2,   6.848145E-2,   2.218006E+1,   4.046079E-3,   1.498160E+3,   1.550280E-3,   6.872219E+0,   4.574356E-5,   100,1,1,1
        108,2026-08-21,11:13:46.010,         43,          3,   1.118200E+2,   9.093000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.007264E+3,   8.476325E-4,   3.662109E-3,   1.549901E+3,   1.170695E-2,   6.335449E-2,   2.220174E+1,   6.423451E-3,   1.498167E+3,   1.494230E-3,   6.872272E+0,   3.155615E-5,   100,1,1,1
        109,2026-08-21,11:15:46.012,         44,          3,   1.118200E+2,   9.093000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.007271E+3,   2.620968E-3,   8.911133E-3,   1.549864E+3,   1.899815E-2,   8.593750E-2,   2.221679E+1,   8.671654E-4,   1.498171E+3,   5.993512E-4,   6.872375E+0,   5.045560E-5,   100,1,1,1
        110,2026-08-21,11:17:46.014,         45,          3,   1.118200E+2,   9.093000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.007282E+3,   3.547078E-3,   1.257324E-2,   1.549790E+3,   2.546176E-2,   1.049805E-1,   2.221436E+1,   2.749022E-3,   1.498172E+3,   2.955951E-4,   6.872570E+0,   6.676916E-5,   100,0,1,0
        111,2026-08-21,11:19:46.016,         46,          3,   1.118200E+2,   9.093000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.007292E+3,   1.831068E-3,   7.446289E-3,   1.549726E+3,   1.420558E-2,   6.835937E-2,   2.220855E+1,   1.443972E-3,   1.498174E+3,   9.807581E-4,   6.872737E+0,   3.780618E-5,   100,1,1,1
        112,2026-08-21,11:21:46.018,         47,          3,   1.118200E+2,   9.093000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.007297E+3,   9.323555E-4,   4.333496E-3,   1.549705E+3,   1.153050E-2,   5.236816E-2,   2.222034E+1,   4.595897E-3,   1.498179E+3,   1.166527E-3,   6.872797E+0,   3.104092E-5,   100,1,1,1
        113,2026-08-21,11:23:46.020,         48,          3,   1.118200E+2,   9.093000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.007303E+3,   2.410250E-3,   9.338379E-3,   1.549664E+3,   1.871101E-2,   7.727051E-2,   2.223066E+1,   8.618447E-4,   1.498182E+3,   3.274824E-4,   6.872909E+0,   4.952858E-5,   100,1,1,1
        114,2026-08-21,11:25:46.021,         49,          3,   1.118200E+2,   9.093000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.007313E+3,   2.003473E-3,   8.361816E-3,   1.549603E+3,   1.608135E-2,   8.349609E-2,   2.222548E+1,   8.969830E-4,   1.498183E+3,   5.127540E-4,   6.873067E+0,   4.244728E-5,   100,1,1,1
        115,2026-08-21,11:27:46.024,         50,          3,   1.118200E+2,   9.093000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.007319E+3,   9.509423E-4,   4.638672E-3,   1.549575E+3,   9.783585E-3,   5.371094E-2,   2.223057E+1,   3.088570E-3,   1.498186E+3,   1.029314E-3,   6.873144E+0,   2.627949E-5,   100,1,1,1
        116,2026-08-21,11:29:46.026,         51,          3,   1.118200E+2,   9.093000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.007322E+3,   6.359206E-4,   3.173828E-3,   1.549566E+3,   8.845149E-3,   3.967285E-2,   2.224629E+1,   5.105913E-3,   1.498190E+3,   1.298690E-3,   6.873173E+0,   2.296626E-5,   100,1,1,1
        117,2026-08-21,11:31:46.027,         52,          3,   1.118200E+2,   9.093000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.007324E+3,   1.189352E-3,   6.103516E-3,   1.549557E+3,   9.893992E-3,   4.589844E-2,   2.226478E+1,   3.209091E-3,   1.498194E+3,   7.670568E-4,   6.873202E+0,   2.679191E-5,   100,1,1,1
        118,2026-08-21,11:33:46.030,         53,          3,   1.118200E+2,   9.093000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.007330E+3,   1.810388E-3,   7.202148E-3,   1.549520E+3,   1.355285E-2,   6.555176E-2,   2.227102E+1,   7.292750E-4,   1.498197E+3,   4.692997E-4,   6.873302E+0,   3.597971E-5,   100,1,1,1
        119,2026-08-21,11:35:46.031,         54,          3,   1.118200E+2,   9.093000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.007341E+3,   3.122292E-3,   1.202393E-2,   1.549443E+3,   1.866777E-2,   7.788086E-2,   2.225926E+1,   4.507970E-3,   1.498196E+3,   4.525657E-4,   6.873501E+0,   4.835844E-5,   100,0,1,0
        120,2026-08-21,11:37:46.033,         55,          3,   1.118200E+2,   9.093000E+2,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.007348E+3,   9.820411E-4,   4.577637E-3,   1.549418E+3,   8.749021E-3,   4.846191E-2,   2.225797E+1,   2.745130E-3,   1.498198E+3,   1.013535E-3,   6.873569E+0,   2.333496E-5,   100,1,1,1
        121,2026-08-21,11:50:07.275,         56,          3,   1.118200E+2,   1.126730E+3,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   0.000000E+0,   1.000000E+2,   1.005509E+3,   3.952621E-3,   1.379395E-2,   1.538678E+3,   1.420867E-2,   6.323242E-2,   2.224277E+1,   8.930723E-3,   1.497752E+3,   9.544284E-4,   6.902210E+0,   3.738678E-5,   100,0,1,0
